linha	nome_linha	direction_id	headsign_comum	origem_stop_name	origem_lat	origem_lon	destino_stop_name	destino_lat	destino_lon	viagens_contadas	route_id	origem_stop_id	destino_stop_id
1404A	Palmeiras / Alipio de Melo	1	Palmeiras (Principal)	Avenida Dos Engenheiros 904	-19.88927279	-44.00172112	Rua Senhora Do Porto 1440	-19.975094	-43.98177785	318	561973	14784387	14789065
1404C	Palmeiras / São Salvador	0	São Salvador	Rua Inacio Parreira Neves 182	-19.96285108	-43.97433534	Rua Piuma 70	-19.89699919	-44.02200273	280	562096	14790626	14790496
1404C	Palmeiras / São Salvador	1	Palmeiras	Rua Piuma 70	-19.89699919	-44.02200273	Rua Inacio Parreira Neves 182	-19.96285108	-43.97433534	281	562096	14790496	14790626
1505R	Conjunto Felicidade / Centro	0	Conjunto Felicidade	Avenida Fazenda Velha, 512	-19.82925353	-43.92636385	Avenida Fazenda Velha 530	-19.82889413	-43.92649873	164	562337	16888003	14784224
3301A	Santa Terezinha / Hospitais	0	Santa Terezinha	Rua Monsenhor Nogueira Duarte 379	-19.86975241	-44.01008525	Rua Monsenhor Nogueira Duarte 379	-19.86975241	-44.01008525	234	562220	14792521	14792521
3301B	Castelo / Centro - Via Avenida Carlos Luz	0	Castelo	Avenida Altamiro Avelino Soares 1215	-19.87900977	-44.00469498	Avenida Altamiro Avelino Soares 1215	-19.87900977	-44.00469498	199	562072	14791492	14791492
3302A	Nova Pampulha/Centro - Via Zoológico	0	Nova Pampulha (Via Hospitais)	Rua Carbonita 825	-19.82988325	-44.02371291	Rua Carbonita 825	-19.82988325	-44.02371291	539	561891	14788599	14788599
3302B	Trevo / Centro - Via Braunas	0	Trevo (Hospitais)	Rua Sete 44	-19.82499563	-44.01857126	Rua Sete 44	-19.82499563	-44.01857126	270	562030	14792453	14792453
3302D	Braúnas / Centro	0	Braunas	Rua Marciano Jose De Souza 72	-19.81532207	-44.01593871	Rua Marciano Jose De Souza 72	-19.81532207	-44.01593871	253	561805	14792082	14792082
3501A	Jardim Alvorada/São Marcos	0	São Marcos (Via Fernao Dias)	Estação Ponto São José	-19.90118634	-43.99107657	Rua Lago 295	-19.86904216	-43.91053369	281	561838	14784715	14785274
3501A	Jardim Alvorada/São Marcos	1	Jardim Alvorada	Rua Lago 295	-19.86904216	-43.91053369	Estação Ponto São José	-19.90118634	-43.99107657	273	561838	14785274	14784715
3501B	Ouro Preto 3a Gleba/Bairro Ipe Via Jardim Montanhes	0	Bairro Ipe	Rua Etel Nogueira De Sa 342	-19.8849633	-43.98348717	Rua Sebastiao Santana Filho 166	-19.87156727	-43.90461739	243	562313	14784626	14786647
3501B	Ouro Preto 3a Gleba/Bairro Ipe Via Jardim Montanhes	1	Ouro Preto 3A Gleba	Rua Sebastiao Santana Filho 166	-19.87156727	-43.90461739	Rua Etel Nogueira De Sa 342	-19.8849633	-43.98348717	250	562313	14786647	14784626
3503A	Santa Terezinha/São Gabriel	0	São Gabriel (Partidas do Ouro Minas)	Avenida Ayres Da Mata Machado 194	-19.87717444	-44.00677484	Rua Santa Leopoldina 351	-19.84539238	-43.907981	443	561985	14785487	14793125
3503A	Santa Terezinha/São Gabriel	1	Santa Terezinha	Rua Santa Leopoldina 351	-19.84539238	-43.907981	Avenida Ayres Da Mata Machado 194	-19.87717444	-44.00677484	270	561985	14793125	14785487
4801A	Jardim Filadelfia/Boa Vista A	0	Boa Vista	Rua Carlos Eduardo Lott 780	-19.919113	-44.02496398	Rua Sao Jose De Arimateia 753	-19.89220886	-43.89151324	240	561944	14790347	14787115
4801A	Jardim Filadelfia/Boa Vista A	1	Jardim Filadelfia	Rua Sao Jose De Arimateia 753	-19.89220886	-43.89151324	Rua Carlos Eduardo Lott 780	-19.919113	-44.02496398	125	561944	14787115	14790347
4802A	Pindorama/Boa Vista	0	Boa Vista (Carnaval)	Rua Muquicaba 2	-19.90995695	-44.02270887	Rua Sao Fidelis 830	-19.88819438	-43.8957256	397	562204	14789535	14785703
4802A	Pindorama/Boa Vista	1	Pindorama (Inversao de Pc)	Rua Sao Fidelis 830	-19.88819438	-43.8957256	Rua Muquicaba 2	-19.90995695	-44.02270887	313	562204	14785703	14789535
5502C	Pousada Santo Antônio / Centro / Hospitais	0	Pousada Santo Antonio	Rua Januario Borges 519	-19.85264679	-43.87810342	Rua Januario Borges 519	-19.85264679	-43.87810342	298	561848	14788923	14788923
5503A	Goiânia A / Centro / Hospitais	0	Goiania (Via Vila Sao Jorge)	Rua Tiziu 175	-19.86735045	-43.89887481	Rua Tiziu 175	-19.86735045	-43.89887481	394	561934	14792861	14792861
5503B	Goiânia B / Centro / Hospitais	0	Goiania (Principal)	Rua Maria Do Nascimento Abreu 132	-19.86206873	-43.8967432	Rua Maria Do Nascimento Abreu 132	-19.86206873	-43.8967432	230	562168	14793360	14793360
8001A	Santa Inês/BH Shopping	0	BH Shopping	Rua Colorado 1	-19.88100195	-43.89746894	Rua Maria Luiza Santiago 550	-19.97343938	-43.94792478	346	561947	14791561	14789772
8001A	Santa Inês/BH Shopping	1	Santa Inês	Rua Maria Luiza Santiago 550	-19.97343938	-43.94792478	Rua Colorado 1	-19.88100195	-43.89746894	354	561947	14789772	14791561
83D	Estação São Gabriel / Centro - Direta	0	Estação São Gabriel	Estação São Gabriel	-19.8642081	-43.92758994	Estação São Gabriel	-19.8642081	-43.92758994	792	562171	15140119	15140119
83P	Estação São Gabriel / Centro - Paradora	0	Estação São Gabriel	Estação São Gabriel	-19.86368087	-43.92674504	Estação São Gabriel	-19.86368087	-43.92674504	402	562185	15140120	15140120
S10	BH Shopping / São Francisco	0	Bh Shopping	Rua Padre Joao Pio 35	-19.87505228	-43.95425146	Rua Padre Joao Pio 35	-19.87505228	-43.95425146	368	562437	14793532	14793532
S19	Hospital Evangélico/Shopping Boulevard	0	Shopping Boulevard	Rua Guaxupe 232	-19.94043099	-43.91370645	Rua Guaxupe 232	-19.94043099	-43.91370645	157	562443	14793485	14793485
S20	Palmeiras / Serra	0	Serra	Rua Senhora Do Porto 88	-19.9657538	-43.98261371	Rua Senhora Do Porto 88	-19.9657538	-43.98261371	65	562422	14793480	14793480
S21	Dom Cabral / BH Shopping	0	BH Shopping	Avenida Trinta E Um De Marco 250	-19.92043381	-43.99644158	Avenida Trinta E Um De Marco 250	-19.92043381	-43.99644158	261	562439	14793482	14793482
S22	Buritis / Metrô Calafate	0	Buritis	Avenida Guaratan, 1049	-19.92266822	-43.96991798	Avenida Guaratan, 1049	-19.92266822	-43.96991798	92	562442	14791995	14791995
S22	Buritis / Metrô Calafate	1	Estação Metrô Calafate (Partidas da Av. Senhora do Porto e Estação Calafate)	Avenida Raul Mourao Guimaraes 610	-19.96722263	-43.97651341	Avenida Guaratan, 1049	-19.92266822	-43.96991798	4	562442	14789419	14791995
S31	Petrópolis / Barreiro	0	Barreiro	Avenida Raimundo Pedro Rodrigues 291	-20.02032593	-44.02307849	Avenida Raimundo Pedro Rodrigues 291	-20.02032593	-44.02307849	213	562435	14793704	14793704
S32	Itaipu / Cardoso	0	Cardoso	Rua Vinhedo 96	-19.9941894	-44.05052088	Rua Coletora 1009	-20.00406656	-44.02243185	147	562441	14793575	14793584
S32	Itaipu / Cardoso	1	Itaipu	Rua Coletora 1009	-20.00406656	-44.02243185	Rua Vinhedo 96	-19.9941894	-44.05052088	149	562441	14793584	14793575
S33	Lindéia / Milionários	0	Milionários	Avenida Flor De Seda 53	-19.97488331	-44.05525192	Avenida Flor De Seda 53	-19.97488331	-44.05525192	212	562448	14793599	14793599
S33	Lindéia / Milionários	1	Lindéia (Partidas da Rua Bétula)	Rua Betula 195	-19.98812318	-43.99655624	Avenida Flor De Seda 53	-19.97488331	-44.05525192	7	562448	14793719	14793599
S41	Conjunto Califórnia / Prado	0	Prado	Rua Patricio Barbosa 619	-19.91859628	-44.01064957	Rua Patricio Barbosa 619	-19.91859628	-44.01064957	97	562438	14793699	14793699
S53	Confisco / Ouro Minas	0	Ouro Minas	Rua Aracy Guimaraes Rosa 367	-19.86699485	-44.01964456	Rua Santa Leopoldina 122	-19.84874183	-43.90769293	266	562429	14793560	14793694
S53	Confisco / Ouro Minas	1	Confisco	Rua Santa Leopoldina 122	-19.84874183	-43.90769293	Rua Aracy Guimaraes Rosa 367	-19.86699485	-44.01964456	266	562429	14793694	14793560
S54	Dom Bosco / Shopping Del Rey	0	Shopping Del Rey Via Castelo	Avenida Brigadeiro Eduardo Gomes, 309	-19.91310805	-44.00296306	Avenida Brigadeiro Eduardo Gomes, 309	-19.91310805	-44.00296306	394	562424	14793731	14793731
S55	Santa Monica / Minas Shopping	0	Minas Shopping	Rua Beatriz 332	-19.81287316	-43.98530208	Rua Beatriz 332	-19.81287316	-43.98530208	224	562436	14793565	14793565
S56	São José/Vilarinho	0	Vilarinho	Estação Ponto São José	-19.90118634	-43.99107657	Rua Dois Mil Trezentos E Setenta E Quatro 130	-19.82030526	-43.94790994	112	562425	14784715	14793664
S56	São José/Vilarinho	1	São José	Rua Dois Mil Trezentos E Setenta E Quatro 130	-19.82030526	-43.94790994	Estação Ponto São José	-19.90118634	-43.99107657	121	562425	14793664	14784715
S60	Etelvina Carneiro/Jardim Leblon Via Venda Nova	0	Piratininga	Rua Dois Mil Trezentos E Setenta E Quatro 130	-19.82030526	-43.94790994	Rua Dois Mil Trezentos E Setenta E Quatro 130	-19.82030526	-43.94790994	133	562451	14793664	14793664
S61	Mantiqueira / Estação Vilarinho	0	Estação Vilarinho	Rua Jose De Lara Resende 171	-19.78370283	-43.98313366	Rua Jose De Lara Resende 171	-19.78370283	-43.98313366	478	562427	14793654	14793654
S63	Campo Alegre/Céu Azul Via Rio Branco	0	Campo Alegre/Céu Azul Via Rio Branco	Rua dos Bacuraus, 16	-19.82981911	-43.94827685	Rua dos Bacuraus, 16	-19.82981911	-43.94827685	281	562453	17047648	17047648
S64	Campo Alegre/Céu Azul Via Venda Nova	0	Campo Alegre/Céu Azul Via Venda Nova	Rua dos Bacuraus, 16	-19.82981911	-43.94827685	Rua dos Bacuraus, 16	-19.82981911	-43.94827685	297	562426	17047648	17047648
S65	São Bernardo / Minas Caixa	0	Minas Caixa	Avenida Washington Luiz 854	-19.84874273	-43.94321445	Avenida Washington Luiz 854	-19.84874273	-43.94321445	173	562433	14793711	14793711
S66	Tupi / Europa	0	Tupi	Rua Furquim Werneck, 129	-19.84252659	-43.9209598	Rua Furquim Werneck, 129	-19.84252659	-43.9209598	174	562440	14793656	14793656
S70	Conjunto Felicidade / Shopping Del Rey	0	Shopping Del Rey (Principal)	Avenida Fazenda Velha, 512	-19.82925353	-43.92636385	Avenida Fazenda Velha, 512	-19.82925353	-43.92636385	296	562423	16888003	16888003
S80	Jardim Vitória / Estação Vila Oeste	0	Estação Vila Oeste	Rua Terracota 30	-19.8615329	-43.89025234	Rua Dois Mil Quatrocentos E Vinte Sete 351	-19.9396486	-44.00305414	216	562444	14793748	14793737
S80	Jardim Vitória / Estação Vila Oeste	1	Jardim Vitória	Rua Dois Mil Quatrocentos E Vinte Sete 351	-19.9396486	-44.00305414	Rua Terracota 30	-19.8615329	-43.89025234	216	562444	14793737	14793748
S84	São Gabriel / Floresta - Via Hospital Belo Horizonte	0	São Gabriel	Rua Circular 35	-19.85490327	-43.91251079	Rua Circular 35	-19.85490327	-43.91251079	111	637901	14793610	14793610
S85	Minas Shopping / Santa Ines	0	Santa Inês	Avenida Pastor Anselmo Silvestre 1402	-19.87279634	-43.92506518	Avenida Pastor Anselmo Silvestre 1402	-19.87279634	-43.92506518	49	562445	14793682	14793682
S92	Esplanada/Buritis	0	Buritis	Rua Astolfo Dutra 651	-19.90838376	-43.89871738	Rua Doutor Aristides De Pinho 509	-19.97744705	-43.98201256	250	562434	14793743	14793496
S92	Esplanada/Buritis	1	Esplanada	Rua Doutor Aristides De Pinho 509	-19.97744705	-43.98201256	Rua Astolfo Dutra 651	-19.90838376	-43.89871738	250	562434	14793496	14793743
SC01A	Contorno A	0	Barro Preto	Avenida Do Contorno 9716	-19.92133562	-43.95706083	Avenida Do Contorno 9716	-19.92133562	-43.95706083	158	561868	14784792	14784792
SC01B	Contorno B	0	Barro Preto	Avenida Do Contorno 10021	-19.92085686	-43.95717489	Avenida Do Contorno 10021	-19.92085686	-43.95717489	338	562032	14789247	14789247
SC01R	Contorno/Praca Milton Campos	0	Barro Preto (Itinerário Manhã)	Rua Joao Lucio Brandao 65	-19.9208561	-43.95739969	Rua Joao Lucio Brandao 65	-19.9208561	-43.95739969	62	562122	14791642	14791642
SC02A	Praca 7/Savassi Via Pca da Liberdade - Santa Casa	0	Santa Efigenia	Avenida Do Contorno 3300	-19.92426422	-43.91944935	Avenida Do Contorno 3300	-19.92426422	-43.91944935	157	561837	14787014	14787014
SC03A	Hospital Felicio Rocho/Hospital Militar A	0	Santa Efigenia	Rua Manaus 52	-19.92289377	-43.92039609	Rua Manaus 52	-19.92289377	-43.92039609	48	561791	14793311	14793311
SC04A	Santa Casa/Savassi/Rodoviaria A	0	Santa Efigenia	Avenida Francisco Sales 1116	-19.92445269	-43.92668057	Avenida Francisco Sales 1116	-19.92445269	-43.92668057	153	561955	14792698	14792698
SC04B	Santa Casa/Rodoviaria/Savassi B	0	Santa Efigenia	Avenida Francisco Sales 1035	-19.92416016	-43.926568	Avenida Francisco Sales 1035	-19.92416016	-43.926568	127	561963	14793167	14793167
